u,g,r,i,z,specClass,redshift,redshifterr
18.728529,17.115261,16.275555,15.810692,15.337505,2,0.0319682,0.000184457
19.312492,18.20511,17.841633,17.732166,17.960196,2,0.0326305,9.95094e-05
18.878277,17.876762,17.609917,17.477196,17.265795,2,0.0336857,8.95427e-05
19.547115,18.30142,17.697632,17.418285,17.185322,2,0.0465508,0.000183438
18.89157,17.011969,16.13746,15.746182,15.422152,2,0.0662763,0.000158293
19.295414,18.120737,17.623102,17.346106,17.106169,2,0.0450883,9.11793e-05
18.379019,16.344906,15.356115,14.878536,14.494236,2,0.0661728,0.000176224
19.342077,17.988781,17.407059,17.081398,16.879192,2,0.0442959,0.000184148
18.85047,18.512377,18.442045,18.26229,18.21858,3,1.77751,0.00225216
19.48828,17.978703,17.025293,16.576283,16.267641,2,0.170745,0.00016414
19.009083,17.42838,16.555464,16.066605,15.711011,2,0.0798555,0.000148395
17.826193,16.696812,16.137196,15.79354,15.572224,2,0.0686836,9.19511e-05
19.244318,18.294483,17.697174,17.30041,17.10628,2,0.143721,0.00010011
18.835903,17.662762,17.095984,16.76252,16.549402,2,0.0881241,0.000152666
17.82266,16.386793,15.681644,15.272497,14.929057,2,0.0513759,0.000168742
18.263227,17.234854,16.740738,16.406446,16.227417,2,0.10995,5.78039e-05
17.192322,16.284525,15.9332905,15.626262,15.509326,2,0.0516221,8.02578e-05
19.55103,17.642275,16.769108,16.297525,15.843178,2,0.0692583,0.000235262
18.521101,18.399073,18.226791,18.400526,18.19016,3,1.22989,0.00226019
18.943823,17.81768,17.185017,16.84695,16.609377,2,0.0928338,0.000196265
19.504782,19.705727,18.858528,18.802351,18.413298,3,0.383268,0.00130727
19.306107,18.0525,17.335922,16.96141,16.702045,2,0.134307,0.000162851
18.853664,18.010023,17.823397,17.680147,17.639177,2,0.029749,8.0991e-05
18.56869,16.90605,16.22522,15.907408,15.655189,2,0.0521626,0.000143258
19.42276,18.236343,17.67544,17.342545,17.148706,2,0.113109,0.000101949
19.292997,18.059484,17.22593,16.800156,16.509523,2,0.171819,0.000157654
19.385403,19.167086,19.037827,19.066116,18.907343,3,0.895662,0.00153252
18.566418,17.844904,17.68933,17.568138,17.472391,2,0.0298289,7.58744e-05
18.099552,16.214947,15.256459,14.752839,14.390378,2,0.073343,0.000183289
19.47949,18.235973,17.64658,17.30286,16.965582,2,0.111611,0.00013624
19.484123,17.63746,16.650969,16.215445,15.874848,2,0.111176,0.000139831
19.579115,17.73653,16.784548,16.39562,16.041735,2,0.110938,0.000147826
18.557364,16.920576,16.072453,15.648502,15.292682,2,0.072934,0.000147273
17.84645,16.022055,15.19914,14.796823,14.46416,2,0.0527568,0.000161208
18.922365,17.596834,16.945263,16.5606,16.340044,2,0.11245,0.000148648
17.903864,16.038813,15.146326,14.704839,14.3518305,2,0.0825496,0.000170283
18.818163,17.132034,16.176788,15.664241,15.264285,2,0.0631238,0.000139704
18.69407,17.493187,16.993174,16.64977,16.462778,2,0.0727841,8.14566e-05
17.72093,16.62769,16.080362,15.710081,15.477398,2,0.0661693,5.35405e-05
19.332884,17.350492,16.364819,15.903071,15.527735,2,0.064771,0.000152456
19.075573,18.798906,18.70977,18.467152,18.508047,3,1.56559,0.00254075
19.309721,18.033436,17.627254,17.360777,17.215431,2,0.0868265,9.71008e-05
19.040052,17.888035,17.241524,16.859545,16.637796,2,0.125632,9.98869e-05
18.832815,18.759531,18.600025,18.426758,18.221144,3,2.03902,0.00209039
19.368576,17.334743,16.05614,15.5371,15.148083,2,0.164125,0.000161391
19.206388,18.724157,18.627825,18.480635,18.503477,3,0.640214,0.00111231
19.258623,17.213182,16.209854,15.739644,15.3649235,2,0.0651603,0.000166029
18.59655,17.25924,16.80393,16.397774,16.19608,2,0.0510157,7.36532e-05
19.589022,19.277882,19.087173,19.090528,19.692745,3,1.19179,0.00139332
18.66015,16.66877,15.679158,15.214537,14.852209,2,0.0817904,0.000169986
19.364496,19.396517,19.07765,18.577898,18.543943,3,0.205234,0.00150845
19.41893,17.900404,17.1036,16.709846,16.423992,2,0.0961258,0.000122446
19.49359,18.028393,17.283546,16.877943,16.58119,2,0.0526451,0.000101018
19.003061,17.366903,16.511904,16.086706,15.769777,2,0.0967858,0.000147022
18.57272,17.501942,16.906904,16.449762,16.269772,2,0.0968501,8.35372e-05
19.49989,17.896364,17.117441,16.714548,16.424078,2,0.0968381,0.0001409
19.37271,18.33433,17.71887,17.328373,17.161135,2,0.191643,9.64758e-05
17.577358,15.8896885,15.150688,14.758281,14.452512,2,0.0428356,0.000157455
19.57539,17.581488,16.56561,16.166067,15.79832,2,0.108617,0.000161003
19.271856,18.174662,17.631638,17.28278,17.098276,2,0.106334,9.18323e-05
19.279854,19.039196,19.03292,18.780151,18.791737,3,1.61392,0.00217946
18.759472,16.984926,16.138777,15.724502,15.417704,2,0.0676655,0.000168584
19.029171,17.914328,17.221245,16.769854,16.511326,2,0.119797,9.43168e-05
19.284016,17.51948,16.806112,16.32352,15.92851,2,0.0467089,0.00011286
19.513851,18.66634,18.294779,17.75704,17.846119,2,0.116407,0.00075099
16.976912,15.144119,14.327285,13.939483,13.640134,2,0.0423339,0.000182837
19.38374,17.452415,16.497084,16.027521,15.6423,2,0.0693324,0.000176828
19.049582,17.184633,16.246258,15.800073,15.467556,2,0.0853916,0.000164555
19.079021,18.98689,18.996828,18.773695,18.712772,3,1.83829,0.00183907
18.620113,16.708344,15.830457,15.41092,15.063469,2,0.0630023,0.000173321
17.780998,16.041426,15.212135,14.836026,14.562542,2,0.0702345,0.000171266
18.500046,16.876503,16.1068,15.632651,15.224978,2,0.0527412,0.000114832
18.942656,17.004574,16.121231,15.696095,15.359666,2,0.0625616,0.000183377
18.330212,17.26441,16.850502,16.590601,16.381533,2,0.0648217,7.04636e-05
19.006979,17.20411,16.327978,15.917666,15.615779,2,0.0697044,0.000163473
18.3912,16.999872,16.398783,16.046373,15.810319,2,0.0652477,0.000163018
19.272213,17.377586,16.445847,16.029263,15.702281,2,0.0857194,0.000144685
17.31093,16.276638,15.654533,15.317199,15.11901,2,0.072343,7.52477e-05
19.47879,17.889322,17.107668,16.683416,16.373339,2,0.101039,0.000150226
18.812416,17.5857,17.101196,16.748718,16.577776,2,0.0658146,8.02054e-05
19.439486,17.411707,16.41512,16.011963,15.674021,2,0.0999723,0.000150163
18.074003,16.294996,15.5152445,15.131773,14.838972,2,0.0623148,0.000155548
19.084158,17.149353,16.24075,15.813057,15.488206,2,0.0797443,0.000170677
18.746378,16.788229,15.868821,15.462152,15.119644,2,0.0687276,0.000170501
19.45901,19.37238,18.996008,19.015974,18.981106,3,1.26678,0.00159415
19.535261,17.330858,16.296444,15.847114,15.475147,2,0.115805,0.000143438
19.458353,18.791481,18.621677,18.318819,18.338879,2,0.0623072,4.1792e-05
17.952524,16.535076,15.876826,15.48541,15.204842,2,0.0630623,0.000162056
18.975538,17.58593,16.971838,16.673891,16.472282,2,0.0620535,0.000156432
18.016027,17.890285,17.701485,17.590199,17.586512,3,1.41447,0.00169067
17.377377,15.968262,15.30581,14.936641,14.657044,2,0.0525054,0.000147598
18.865934,17.652742,17.129799,16.823107,16.685083,2,0.0830192,9.64488e-05
19.555637,17.660929,16.725876,16.2943,15.913047,2,0.0779094,0.000184582
19.024046,17.036404,16.050207,15.584741,15.209011,2,0.0787743,0.000163285
19.304575,18.188526,17.730776,17.45215,17.312246,2,0.0782281,9.00175e-05
18.835846,16.83249,15.849683,15.344992,14.885995,2,0.0817349,0.000152149
19.510624,17.554491,16.596546,16.143003,15.7756815,2,0.0792329,0.000169249
19.330992,17.432316,16.605618,16.196571,15.865497,2,0.079161,0.000159443
18.327332,16.499456,15.577229,15.138546,14.805824,2,0.0775219,0.000161778
19.496487,17.680494,16.674849,16.248363,15.876922,2,0.105957,0.000156727
19.467659,18.862394,18.791302,18.820662,18.747461,4,2.35381,0.00265936
17.189417,15.871732,15.412349,15.172092,15.082932,2,0.0213046,0.00020696
19.369946,17.474623,16.560043,16.118202,15.796175,2,0.0798662,0.000154424
18.794739,16.927502,15.993829,15.591579,15.262429,2,0.081714,0.000159024
18.692757,16.68755,15.727479,15.275926,14.940721,2,0.0830124,0.000189588
18.209906,17.005888,16.469769,16.148132,15.92865,2,0.0474638,8.34819e-05
19.476118,17.375587,16.280087,15.986918,15.665277,2,0.0707366,0.000174922
17.891455,17.897781,17.62729,17.627157,17.650625,3,1.11827,0.0018781
17.931942,16.272806,15.618134,15.281641,15.2300625,2,0.00441865,8.94885e-05
18.814692,17.621746,17.183367,16.84275,16.74512,2,0.0802096,8.74768e-05
19.480646,17.77215,16.761026,16.17519,15.7276945,2,0.068384,0.000167671
19.378632,17.625278,16.608747,16.21542,15.872719,2,0.0949458,0.000141793
19.33946,19.213102,19.027483,18.912317,18.939983,3,1.4527,0.00342799
19.084549,17.070257,16.073788,15.568348,15.192007,2,0.0799043,0.000179103
17.229317,16.405094,16.171913,15.923131,15.836471,2,0.0467209,3.95499e-05
18.263382,18.010529,17.46909,17.276636,16.8456,3,0.266418,0.00126084
19.302858,19.0961,19.119862,19.07044,18.888964,3,2.09608,0.00225936
19.192215,17.951271,17.313261,16.915323,16.73265,2,0.0853965,9.27458e-05
18.749615,17.675686,17.119448,16.790825,16.578388,2,0.0853274,9.96187e-05
18.270626,17.10073,16.787214,16.690706,16.513962,2,0.00340447,5.67651e-05
19.048717,17.11265,16.210457,15.819806,15.451593,2,0.0468583,0.000171427
19.338253,17.941715,17.513548,17.325068,17.262833,2,0.0265858,0.00024601
18.825247,17.676468,17.2295,16.996096,16.716063,2,0.0365346,8.80166e-05
18.942247,17.249413,16.449694,16.011032,15.689786,2,0.0856306,0.000191188
19.085026,18.046934,17.728035,17.482101,17.521734,2,0.0858853,9.57193e-05
18.9099,17.80335,17.481798,17.250422,17.125969,2,0.0428778,8.15911e-05
18.596684,17.36932,16.91097,16.631771,16.437508,2,0.0221965,0.000107505
18.831848,17.35132,16.586863,16.228466,15.96722,2,0.06152,0.000153309
18.689913,17.674835,17.210564,16.932877,16.687685,2,0.0359071,6.99535e-05
19.099203,17.911657,17.289648,16.879728,16.67685,2,0.142158,0.000108856
18.143766,16.35964,15.521594,15.107517,14.796122,2,0.0700237,0.000157809
19.35509,18.058895,17.271997,16.884373,16.612253,2,0.165733,0.000149129
19.157568,19.144495,19.010859,19.04614,19.171328,3,1.11684,0.00152654
18.732744,18.411198,17.792215,17.39878,17.336535,3,0.217688,0.00119458
17.303932,16.168861,15.652318,15.3838215,15.148523,2,0.0257477,8.31187e-05
19.562727,18.336672,17.69129,17.39308,17.249794,2,0.0698601,0.000110979
18.688936,17.521109,16.989563,16.665663,16.451218,2,0.0698933,0.000175772
16.654589,16.412828,16.414602,16.359825,16.372444,3,0.498478,0.00208157
17.627205,15.988963,15.207822,14.775762,14.453983,2,0.0641694,0.000163578
18.214478,16.94688,16.399288,16.030449,15.845034,2,0.0691052,0.000172488
19.463854,17.50634,16.41678,15.925817,15.539556,2,0.13322,0.000181663
19.101465,18.980526,18.77353,18.843697,18.97838,3,1.13332,0.00184115
19.321814,19.241123,19.270845,19.043148,19.177078,3,1.78694,0.00169884
19.201658,17.748335,16.98796,16.632925,16.345179,2,0.0742559,0.000137945
19.266825,19.082766,18.566513,18.309793,17.819014,3,0.347945,0.000926822
18.995384,18.143246,17.826702,18.100315,18.504719,2,0.0478152,9.06262e-05
19.088451,17.595463,17.075102,16.801025,16.88231,2,0.0557728,0.000185062
18.500378,16.537382,15.639817,15.216008,14.872895,2,0.0556534,0.00018199
19.287607,18.084557,17.644503,17.359642,17.138973,2,0.0554053,8.13576e-05
19.528961,18.244463,17.702087,17.31753,17.146088,2,0.0821723,8.23271e-05
18.811192,17.803625,17.334396,17.02724,16.86309,2,0.129042,0.000118899
17.59469,15.879945,15.14792,14.772408,14.46542,2,0.0400124,0.000158759
19.019049,17.732002,17.311464,16.98443,16.813976,2,0.0783494,8.30649e-05
18.96665,17.884956,17.45685,17.139153,17.016235,2,0.0764266,7.93731e-05
18.113543,16.193804,15.317477,14.918013,14.576311,2,0.0396187,0.000189837
19.198706,17.862963,17.241999,16.916939,16.751379,2,0.0405652,0.000155767
19.2412,17.82906,17.194511,16.839481,16.63957,2,0.0812711,0.000200384
17.17904,15.281937,14.386547,13.962369,13.610919,2,0.0408209,0.000194406
18.061863,17.026821,16.654148,16.46669,16.350243,2,0.0191778,8.54185e-05
19.208353,18.186888,17.802437,17.541773,17.26749,2,0.040385,8.83424e-05
18.606924,17.33526,16.78518,16.47815,16.285652,2,0.0407734,9.19208e-05
19.442322,17.878185,17.02502,16.629223,16.362474,2,0.125798,6.7912225e-33
17.004908,16.671421,16.398588,16.041817,16.058647,3,0.119694,-6.9839647e-17
19.053946,17.725588,17.052237,16.64395,16.337126,2,0.0948633,0.000149029
17.748646,16.114079,15.355773,14.970591,14.697431,2,0.037925,0.000155619
18.287107,16.319174,15.3807955,14.951466,14.60108,2,0.0453593,0.000178874
18.931116,17.628004,16.97251,16.583736,16.326767,2,0.0719915,9.35505e-05
18.534517,16.88398,16.05101,15.6099825,15.305387,2,0.0315593,9.95688e-05
18.284033,17.35927,17.08238,16.78569,16.751526,2,0.0694173,7.32882e-05
19.551725,17.565453,16.508936,16.04237,15.661654,2,0.120835,0.000147525
19.42552,19.141722,19.008785,18.703793,18.476706,3,0.426579,0.00108676
17.284286,15.300061,14.359695,13.918476,13.559257,2,0.0444915,0.000193372
18.383081,16.41609,15.475056,15.013554,14.660465,2,0.0453327,0.000175478
18.113834,16.973406,16.42982,16.1455,15.99753,2,0.024929,7.92989e-05
18.76633,17.50479,16.876522,16.495354,16.29517,2,0.069332,0.000168851
18.781708,17.680595,17.131157,16.856022,16.66217,2,0.0313385,9.55357e-05
19.41782,18.151855,17.535606,17.148315,16.883453,2,0.0591033,8.52939e-05
19.052887,17.200186,16.227207,15.814243,15.468156,2,0.0999704,0.000143241
19.16652,17.164015,16.170273,15.687616,15.318739,2,0.0761352,0.000173009
16.180183,14.871197,14.216847,13.85726,13.600264,2,0.0254922,8.87447e-05
19.039389,17.333532,16.37432,15.915821,15.603447,2,0.0996759,0.000178734
19.092268,18.917818,18.459345,18.276785,17.848852,3,0.283223,0.00134747
18.47349,16.580675,15.7151,15.297074,14.973201,2,0.029518,0.000171709
18.095205,16.260653,15.402128,14.993533,14.692447,2,0.030712,0.000165914
19.361177,17.360016,16.427069,15.9778595,15.615789,2,0.0664634,0.000184228
19.36805,18.308949,17.787594,17.435596,17.278063,2,0.140603,9.03671e-05
18.650923,18.36221,18.065855,17.986565,17.819677,3,0.966967,0.00118716
17.480564,16.18919,15.567037,15.17663,14.916161,2,0.0462065,0.000105188
17.27942,15.709544,15.029076,14.665663,14.399333,2,0.0310748,0.000102226
19.13868,17.86049,17.268303,16.958454,16.919249,2,0.0688041,0.000139821
19.437426,19.216665,19.144295,18.97292,19.07952,3,1.55423,0.00178386
19.080963,17.911768,17.29702,16.951015,16.768688,2,0.112743,8.85302e-05
16.66507,14.795124,13.93851,13.559574,13.237816,2,0.0255342,0.00012493
19.364315,18.53849,18.1906,17.852053,17.85501,2,0.113497,5.10788e-05
19.123716,17.261106,16.269073,15.805724,15.451352,2,0.0920635,0.00016251
19.098528,16.93655,15.785417,15.349752,14.928603,2,0.120654,0.000192341
18.991234,17.011967,15.97497,15.515458,15.14493,2,0.0920849,0.000181543
19.141838,17.70543,16.871927,16.43104,16.100214,2,0.144837,0.000135714
18.775127,17.619488,16.983559,16.675352,16.3911,2,0.0310584,0.000102836
16.142242,14.853451,14.287196,14.046689,13.938133,2,0.00497587,7.44025e-05
19.311207,18.107231,17.775599,17.55011,17.42222,2,0.0492785,9.54418e-05
19.082546,18.061504,17.643614,17.350376,17.15468,2,0.0428333,7.56008e-05
18.700867,16.730034,15.790891,15.373332,15.02399,2,0.0813482,0.000167211
18.002476,17.135132,16.781939,16.60815,16.518356,2,0.0279318,7.38819e-05
19.411634,17.914719,17.134762,16.690771,16.39998,2,0.0812167,0.000176521
18.284216,17.399185,17.211348,17.096199,16.95577,2,0.0278569,8.51362e-05
18.63931,16.537493,15.588474,15.136643,14.789263,2,0.0833118,0.000185003
18.822319,17.073812,16.172747,15.769092,15.420033,2,0.0950042,0.000161377
18.766388,17.507877,16.804657,16.390684,16.131449,2,0.128479,0.00018697
17.744907,16.400398,15.727107,15.328937,15.055888,2,0.0793094,0.000154895
18.701843,18.667992,18.595015,18.391418,18.334047,3,1.91464,0.00201674
17.899803,17.774055,17.59023,17.377281,17.385977,2,0.225123,0.00128704
19.437746,19.220987,19.07931,18.84197,18.741064,3,0.599876,0.00159896
18.782711,17.416086,16.539515,16.132055,15.872701,2,0.128311,0.000165972
19.392565,19.32551,19.13369,18.838167,18.587038,3,1.98277,0.00135727
19.559332,18.25069,17.6503,17.250328,17.04858,2,0.0628799,0.000100147
19.335428,18.163702,17.573812,17.208126,17.004608,2,0.110302,0.000115519
19.062635,18.525904,18.46173,18.442192,18.27182,4,2.40611,0.0024864
19.139896,17.542734,16.675407,16.249495,15.955854,2,0.0953021,0.000155197
19.453768,19.43027,19.068396,18.96838,19.019672,3,1.45477,0.00245439
19.497375,18.314365,17.689678,17.290447,17.070936,2,0.118858,9.60918e-05
18.940369,17.519947,16.75599,16.29156,16.011868,2,0.0815352,0.000112914
19.149912,17.991867,17.551535,17.267818,17.073002,2,0.0377128,8.1269e-05
19.268824,18.973486,18.957573,18.653551,18.611359,3,1.73966,0.00248932
18.738745,16.81546,15.976382,15.567359,15.257475,2,0.0505985,0.000163186
19.480667,19.07098,19.122782,18.925533,19.007622,3,0.551558,0.00115946
18.313395,17.257032,16.914326,16.690948,16.594093,2,0.03755,-1.915853e-15
18.885386,17.039581,16.190588,15.792714,15.484879,2,0.0533041,0.000165824
18.795868,17.764778,17.36927,17.167397,17.008379,2,0.0840367,8.44966e-05
19.294003,17.434425,16.570734,16.096111,15.719807,2,0.0533273,0.000167188
17.86324,15.918622,15.040564,14.627403,14.318313,2,0.0468591,0.000201832
19.249134,19.216564,19.040855,19.099998,19.145885,3,1.19011,0.00122759
18.812975,16.884386,15.960611,15.475289,15.115053,2,0.0533953,0.000157625
16.955835,15.316648,14.538467,14.1321335,13.802073,2,0.0462451,0.000105044
17.429827,15.612762,14.852458,14.461985,14.18975,2,0.0404348,0.000162035
17.416407,15.923288,15.284414,14.988196,14.843265,2,0.00504498,9.75568e-05
19.084166,17.87782,17.260029,16.858519,16.660038,2,0.0756129,5.73539e-05
18.06279,16.399496,15.678614,15.317422,15.021205,2,0.0391113,0.000163971
19.34045,17.747599,16.930159,16.508558,16.169477,2,0.124212,0.00010636
19.52654,18.420437,17.842054,17.416363,17.24277,2,0.0693137,8.86564e-05
17.31567,15.943559,15.356403,15.056523,14.903431,2,0.0038964,-4.567771e-22
18.819155,18.420834,18.546982,18.356632,18.409494,3,0.574002,0.00141766
18.20138,16.225012,15.359661,14.940293,14.620902,2,0.055744,0.000163917
19.485762,17.451902,16.511686,16.095568,15.759006,2,0.0964901,7.3084146e-21
19.276909,17.994097,17.322147,16.951443,16.70179,2,0.119761,0.000108596
19.433914,18.319866,17.853197,17.537844,17.398146,2,0.0640254,7.74594e-05
19.387533,18.637405,17.978113,17.579256,17.347933,3,0.120761,0.000872021
18.89494,17.010328,15.977842,15.531595,15.176398,2,0.124399,0.000152973
18.761642,17.281664,16.59023,16.196045,15.9194975,2,0.0555416,0.000174163
16.38546,15.325673,14.869037,14.569552,14.387639,2,0.045833,7.73516e-05
17.998377,16.724617,16.094833,15.749743,15.499074,2,0.0245177,9.71308e-05
18.732393,16.707384,15.750531,15.311729,14.9854555,2,0.0845821,0.000193576
18.789862,17.319845,16.634863,16.266607,16.013771,2,0.156445,0.0001676
18.62343,16.811455,15.88839,15.389768,15.019934,2,0.067201,0.000168321
19.515114,19.285223,19.084764,18.867336,18.568825,3,0.399245,0.00109167
18.846848,17.638584,17.11653,16.767857,16.547714,2,0.0701279,0.000161514
18.226225,16.924326,16.327227,15.957363,15.671681,2,0.0485369,0.000101222
16.965034,15.588817,14.950675,14.567783,14.297337,2,0.0486468,9.19112e-05
18.955576,18.774477,18.608421,18.362463,18.422386,3,1.5698,0.00182692
19.088205,17.488132,16.681057,16.264618,15.949723,2,0.0898621,0.000152498
18.155993,17.209412,16.929142,16.708918,16.606018,2,0.0568221,8.52395e-05
19.444004,17.517971,16.597672,16.170725,15.855517,2,0.0882147,0.000154327
18.36524,16.98911,16.405952,16.092606,15.882784,2,0.0321876,0.00017113
18.972254,17.090307,16.214916,15.810629,15.532346,2,0.0870254,0.000153796
19.477304,17.456171,16.486511,16.040836,15.70784,2,0.0881533,0.000146361
18.429907,17.336052,16.815691,16.435715,16.243452,2,0.0755343,9.06884e-05
18.69833,16.86303,16.016293,15.603706,15.344042,2,0.0851876,0.000159181
19.15473,18.383621,18.135815,18.02297,17.81188,3,2.3321,0.00174916
18.659925,17.319506,16.68183,16.322979,16.097143,2,0.0685368,0.000149247
18.609102,18.47266,18.316364,18.317692,18.348576,3,1.21779,0.00206598
18.061369,16.305464,15.480194,15.085739,14.773522,2,0.0506214,0.000166616
17.393034,15.485682,14.586421,14.169591,13.83354,2,0.0507499,0.000207323
19.207184,17.907898,17.384424,17.137804,16.92071,2,0.0488595,0.000203335
17.478218,15.623539,14.743402,14.306068,14.006356,2,0.0491119,0.000176127
17.912497,16.027702,15.159889,14.709509,14.317521,2,0.0403389,0.000175399
19.039656,17.932566,17.469782,17.184757,17.010773,2,0.0668706,7.96418e-05
18.573849,17.290182,16.736755,16.40405,16.236576,2,0.0897624,0.000105932
19.352695,18.29921,17.7569,17.422531,17.268341,2,0.146034,0.000102904
18.733978,17.046686,16.294,15.92116,15.657186,2,0.0456129,0.000149952
19.19099,18.145994,17.784918,17.500696,17.479342,2,0.089945,4.97552e-05
19.507038,18.579226,18.054455,17.72905,17.52328,2,0.1461,5.55795e-05
18.901505,17.964897,17.542164,17.220312,17.064049,2,0.045422,7.24034e-05
19.417877,18.030209,16.773476,16.293451,15.999424,3,0.0895758,0.001254
19.400402,17.611294,16.740097,16.344677,16.020712,2,0.066367,0.000167928
17.872705,16.665558,16.173542,15.925147,15.715452,2,0.0322835,9.75926e-05
19.322351,18.136461,17.62754,17.348055,17.273159,2,0.113225,0.000100114
18.483126,17.491459,17.183115,16.991083,16.871777,2,0.0324724,8.0748e-05
17.515194,16.120462,15.369895,14.959017,14.668052,2,0.066069,0.000102557
19.324696,18.309683,17.372257,16.905561,16.654234,2,0.230587,0.000917385
18.19944,17.174587,16.791698,16.530619,16.396557,2,0.0493018,7.30133e-05
19.234217,18.241577,17.795097,17.5296,17.437641,2,0.108399,8.68654e-05
18.9741,17.658188,16.953281,16.582468,16.319714,2,0.105881,0.000168884
19.409403,19.256824,19.236113,18.996473,19.089603,3,1.89719,0.00278656
18.080568,16.753057,16.269968,16.025568,15.857629,2,0.0472777,7.7641e-05
19.188938,17.420746,16.498812,16.07879,15.7184,2,0.0899792,0.000148456
19.39945,18.179237,17.609196,17.233665,17.043602,2,0.106946,9.79754e-05
19.386591,17.99605,17.173754,16.77296,16.478758,2,0.119636,0.00015454
16.83071,15.513124,15.088377,14.852517,14.74443,2,0.0241137,9.16819e-05
18.945257,17.765188,17.345964,17.060926,16.950045,2,0.0522769,7.21015e-05
17.183079,15.696645,15.005643,14.620952,14.4361515,2,0.0421706,0.00010391
18.282043,17.207813,16.778831,16.542854,16.378254,2,0.0315337,7.94196e-05
17.923317,16.589231,16.026442,15.707517,15.495805,2,0.0441386,9.25638e-05
18.612158,17.460619,16.97864,16.659155,16.462967,2,0.0463764,8.13849e-05
19.079937,18.009726,17.72186,17.515535,17.393032,2,0.0467795,8.3821e-05
19.411491,17.991318,17.177937,16.709616,16.42021,2,0.125189,0.000187172
18.418419,17.224876,16.719715,16.39272,16.228476,2,0.0701626,0.000177783
18.811672,17.545383,16.961994,16.634119,16.418633,2,0.069691,9.28193e-05
19.284056,18.264866,17.823278,17.56591,17.388147,2,0.0324246,7.80034e-05
17.396275,16.080982,15.531489,15.226493,15.007845,2,0.0323972,9.87049e-05
19.112694,17.46675,16.59271,16.168959,15.815926,2,0.104811,0.000146463
19.513906,17.76349,16.92366,16.52818,16.23067,2,0.0473389,0.000154042
19.059464,17.881123,17.631819,17.39112,17.332342,2,0.0476633,8.04239e-05
19.310184,17.762747,16.911562,16.494871,16.17863,2,0.125312,0.000182481
19.493664,17.52142,16.503984,16.053274,15.692902,2,0.124969,0.000155564
19.36631,17.868376,16.987011,16.562542,16.248774,2,0.125367,0.000146683
19.483103,18.091421,17.363909,16.932585,16.64582,2,0.0404809,3.95137e-05
19.30284,18.129242,17.475563,17.17687,16.883738,2,0.0805386,0.000179224
18.367664,16.875734,16.203455,15.839479,15.597379,2,0.0942847,0.000165126
18.559963,18.381338,18.160688,18.288462,18.403872,3,1.0989,0.00290699
18.917837,17.624414,17.031567,16.688215,16.435953,2,0.0659985,9.12391e-05
17.678808,16.3583,15.609961,15.166007,14.879366,3,0.0902155,0.00113066
19.300291,17.969112,17.277933,16.901237,16.648369,2,0.124861,0.000169037
19.2081,17.968206,17.616663,17.391499,17.3382,2,0.0742178,7.66991e-05
18.189928,16.805931,16.1239,15.729648,15.443598,2,0.0499837,0.000102325
19.591413,18.163172,17.309492,16.89211,16.597685,2,0.140725,0.000193068
18.994566,17.84557,17.328676,17.03035,16.778646,2,0.0331787,7.17767e-05
19.035324,18.981028,18.903767,18.652782,18.5754,3,1.74024,0.00160129
19.129908,18.906687,18.962547,19.068985,19.02812,3,0.71145,0.00107459
19.368664,18.061823,17.382483,17.01904,16.770191,2,0.111841,0.000150504
19.317835,17.67255,16.9002,16.531635,16.251705,2,0.0523898,0.000145431
19.078224,18.87238,18.908018,18.721457,18.822065,3,1.62922,0.00251078
17.189915,15.45953,14.621628,14.164086,13.841955,2,0.0481044,0.000188757
19.467587,18.104803,17.392765,17.001448,16.772818,2,0.0488298,0.000158671
18.73636,17.448437,16.833714,16.463629,16.221264,2,0.09326,-2316156400.0
19.177265,17.278938,16.337273,15.922268,15.58732,2,0.0865166,0.00015744
19.018358,17.718098,17.12896,16.76572,16.63975,2,0.071824,0.000165687
19.156143,17.84762,17.126005,16.683115,16.382635,2,0.100021,9.39451e-05
18.457045,17.405226,17.005527,16.6979,16.569275,2,0.0686803,7.71047e-05
18.393047,18.221256,17.974886,17.944826,17.923073,3,1.09277,0.00202208
18.784988,18.006603,17.780024,17.499245,17.516886,2,0.0716454,3.86293e-05
18.51935,17.45432,16.98531,16.71168,16.61781,2,0.0840626,0.000228788
18.921522,17.775854,17.360247,17.085808,16.91058,2,0.0555886,8.24493e-05
19.43841,18.022009,17.399529,17.1083,16.888653,2,0.131228,0.000109817
18.681044,17.536926,16.957554,16.628868,16.848269,2,0.0387204,8.98194e-05
18.873877,16.949085,16.060383,15.6392765,15.332625,2,0.0643025,0.000166784
18.770325,18.658958,18.76183,18.735079,18.351725,3,0.394323,0.00201342
19.496777,18.232609,17.697174,17.387377,17.151022,2,0.0970505,0.000182008
19.004435,17.41517,16.541775,16.068567,15.753032,2,0.0631455,0.000156283
19.490437,19.390318,19.191477,19.125502,19.170593,3,1.1611,0.00146235
19.30166,17.583124,16.507782,16.029585,15.665391,2,0.155082,0.000167763
19.147108,17.726105,17.149738,16.81412,16.58797,2,0.0617871,0.000156976
19.193806,18.692871,18.599737,18.325539,18.47078,3,0.594973,-1.7842712e-24
18.56482,17.696196,17.399862,17.207039,17.02645,2,0.0374154,7.30295e-05
18.557663,17.543343,17.20735,16.991951,16.815975,2,0.0708089,9.03658e-05
19.03393,17.858873,17.383654,17.066797,16.833311,2,0.0589642,8.55828e-05
